426.82	0.053856	0.193931	0.030089667	0.055415615	0.0968935
436.9899	0.056124	0.198031	0.032544167	0.058784846	0.1035335
447.17	0.058898	0.202197	0.0341325	0.062136462	0.110155
457.3399	0.061317	0.2053	0.035113833	0.065082308	0.1154925
467.5199	0.063245	0.207308	0.035567167	0.067490385	0.119483
477.69	0.065586	0.209079	0.035865667	0.069723538	0.1231105
487.8699	0.068261	0.211501	0.036335167	0.072151615	0.127519
498.04	0.071654	0.214865	0.037554167	0.075261615	0.133031
508.22	0.076698	0.218818	0.04088	0.079325615	0.139318
518.39	0.083492	0.223002	0.048134833	0.084250769	0.1459955
528.57	0.091581	0.22764	0.057948667	0.089643231	0.153216
538.7399	0.100425	0.233052	0.064900833	0.094959769	0.1613745
548.9199	0.110203	0.239491	0.068275167	0.100263692	0.1708795
559.09	0.120936	0.246793	0.068324833	0.105475615	0.181617
569.27	0.131041	0.254266	0.064092333	0.109989231	0.192706
579.45	0.137868	0.260731	0.059069333	0.113783385	0.2027475
589.6199	0.140421	0.265644	0.056332833	0.117237462	0.2105945
599.7999	0.138822	0.268925	0.055080833	0.120394615	0.2163825
609.9699	0.136606	0.271255	0.053258167	0.122484923	0.2206605
620.15	0.135568	0.273073	0.051272667	0.123784846	0.224074
630.32	0.13514	0.274536	0.050474667	0.125504846	0.2270105
640.5	0.135431	0.276213	0.049279	0.127216846	0.229637
650.6699	0.133878	0.277597	0.047351667	0.127901154	0.2320995
660.8499	0.124227	0.278904	0.045387833	0.127054923	0.234831
671.02	0.114789	0.280555	0.044281667	0.125733231	0.237546
681.2	0.116115	0.282274	0.046077833	0.128688077	0.240108
691.3699	0.12616	0.28386	0.0561425	0.140346	0.242522
701.5499	0.128822	0.285336	0.084239	0.157536308	0.245116
711.7199	0.118685	0.286965	0.126947	0.17345	0.247729
721.9	0.099483	0.288735	0.185459333	0.187143308	0.2501525
732.07	0.075835	0.289789	0.257600167	0.198448538	0.2529385
742.25	0.063441	0.290942	0.324716	0.206419154	0.255849
752.4299	0.061455	0.292614	0.368563667	0.211323308	0.2585525
762.5999	0.06154	0.294371	0.388928667	0.213958308	0.260733
772.78	0.062375	0.29499	0.397896	0.217894	0.263203
782.95	0.065593	0.296071	0.402096667	0.220789846	0.265243
793.13	0.070417	0.296959	0.404761333	0.223224692	0.266851
803.2999	0.074555	0.29767	0.407106833	0.225588	0.2680955
813.4799	0.074418	0.298511	0.408526833	0.227412538	0.268869
823.65	0.065667	0.298739	0.410185667	0.229290077	0.269462
833.83	0.051166	0.298315	0.411866833	0.231239538	0.270012
844	0.044107	0.29804	0.413831	0.233077077	0.2704235
854.1799	0.040414	0.298041	0.4153895	0.234528538	0.270688
864.3499	0.037466	0.298089	0.416569333	0.235907077	0.2710035
874.53	0.034467	0.298182	0.417324167	0.237453769	0.271411
884.7	0.031416	0.298397	0.4175795	0.239190615	0.2720105
894.88	0.029085	0.299249	0.417021167	0.240469385	0.272629
905.0499	0.027119	0.300192	0.416421	0.241667769	0.2734575
