915.2299	0.024676	0.300597	0.415695167	0.242966923	0.2746065
925.4099	0.021828	0.300941	0.413655	0.243885385	0.2757985
932.64	0.020708	0.302404	0.409459833	0.242941	0.275975
942.7299	0.019603	0.302436	0.402417	0.242422308	0.277031
952.82	0.018948	0.300106	0.392784333	0.242147846	0.2787275
962.9099	0.018334	0.297182	0.383610333	0.242364	0.280853
972.9899	0.01787	0.295804	0.380653	0.243953385	0.2830465
983.08	0.017934	0.29592	0.3810485	0.245730923	0.2847315
993.1699	0.017502	0.296304	0.383947167	0.248015692	0.2863775
1003.299	0.013617	0.294231	0.389418333	0.250504692	0.288199
1013.299	0.012251	0.294668	0.395549	0.253034846	0.289444
1023.4	0.013346	0.29656	0.401842167	0.255438538	0.290359
1033.5	0.014191	0.298385	0.407729167	0.257525769	0.291019
1043.589	0.014435	0.300035	0.412652833	0.259591	0.29164
1053.689	0.013689	0.301193	0.4162235	0.260963154	0.292193
1063.79	0.012867	0.302156	0.4184695	0.262308538	0.2929435
1073.89	0.012247	0.302499	0.419073667	0.263375692	0.2936795
1083.989	0.012177	0.30268	0.418154	0.264214615	0.2942345
1094.089	0.012424	0.302581	0.4157205	0.264298	0.294897
1104.18	0.013034	0.302972	0.412171333	0.263923231	0.2955575
1114.18	0.01369	0.304596	0.407886167	0.262710077	0.2957285
1124.28	0.014815	0.305425	0.3989015	0.260317231	0.296516
1134.38	0.015903	0.300799	0.381243167	0.257870692	0.298585
1144.479	0.016618	0.29359	0.357680333	0.253423231	0.300168
1154.579	0.017603	0.287271	0.338103333	0.250339923	0.3016065
1164.68	0.018364	0.284106	0.330953	0.250156538	0.303465
1174.77	0.01897	0.28296	0.328283333	0.250551846	0.304983
1184.869	0.019613	0.28281	0.326102833	0.250905231	0.3065445
1194.969	0.019983	0.28271	0.325048833	0.251434923	0.3079135
1205.069	0.020211	0.283108	0.3259655	0.252460846	0.3091725
1215.17	0.020269	0.283756	0.328294167	0.254097385	0.3102535
1225.17	0.020378	0.2848	0.331372333	0.256112231	0.311121
1235.27	0.02052	0.285961	0.334740833	0.258356077	0.312159
1245.359	0.020426	0.287149	0.337825833	0.260107769	0.313099
1255.459	0.020312	0.288642	0.340097167	0.261402	0.3140075
1265.56	0.020484	0.289602	0.3409955	0.262289923	0.3150325
1275.66	0.020486	0.289372	0.340469167	0.263220538	0.315953
1285.76	0.019933	0.288544	0.337777167	0.263739154	0.316921
1295.859	0.019598	0.286925	0.332200167	0.263196308	0.3178345
1305.959	0.019766	0.28409	0.323134667	0.261247692	0.3186385
1316.05	0.020934	0.280425	0.310489	0.258153692	0.3195075
1326.05	0.022013	0.275856	0.295389	0.254079846	0.3205085
1336.15	0.023021	0.270783	0.2790865	0.249159077	0.3210535
1346.25	0.024153	0.269054	0.268098833	0.245676385	0.322498
1356	0	0	0	0	0
1366	0	0	0	0	0
1376	0	0	0	0	0
1386	0	0	0	0	0
1396	0	0	0	0	0
1406	0	0	0	0	0
1416.939	0.0213	0.191987	0.086547333	0.170565077	0.309245
1426.939	0.019805	0.188346	0.080895333	0.165179846	0.314188
1437.04	0.019488	0.187226	0.0782135	0.161989231	0.319101
1447.14	0.01896	0.185709	0.076488167	0.159568615	0.322943
1457.229	0.018746	0.184786	0.0767875	0.160466077	0.325949
1467.329	0.019005	0.185944	0.078704167	0.161872	0.3277465
1477.43	0.019726	0.187797	0.082798667	0.164309846	0.3305585
1487.53	0.020913	0.189685	0.088659333	0.168112692	0.333544
1497.63	0.022012	0.191857	0.095160667	0.173221231	0.3360745
1507.729	0.022895	0.194874	0.102439333	0.178688154	0.337712
1517.829	0.023479	0.198396	0.110392	0.183777308	0.3388765
1527.92	0.023868	0.2021	0.118484833	0.188357462	0.339812
1537.92	0.024397	0.205939	0.126572167	0.192750769	0.3406035
1548.02	0.024746	0.209923	0.13464	0.197164	0.34108
1558.119	0.024431	0.213916	0.142367333	0.201468462	0.3414505
1568.219	0.023987	0.217754	0.149699	0.205409154	0.3417285
1578.319	0.022943	0.22136	0.156497833	0.209168846	0.3419255
1588.42	0.020821	0.224486	0.1628865	0.212661846	0.3421675
1598.51	0.019231	0.227516	0.168746167	0.215850538	0.3424425
1608.609	0.01809	0.229943	0.174056833	0.218888615	0.342717
1618.709	0.016804	0.232131	0.178925333	0.222095231	0.3430605
1628.81	0.015088	0.23409	0.183219667	0.224676231	0.3433845
1638.81	0.013385	0.235743	0.186802833	0.226638077	0.3437905
1648.91	0.012398	0.23705	0.189728	0.228130615	0.344193
1659.01	0.011389	0.238304	0.191700167	0.228958846	0.344429
1669.099	0.010296	0.239448	0.192840333	0.229526308	0.3448215
1679.199	0.009517	0.240125	0.192553333	0.229472462	0.3452235
1689.3	0.009713	0.240225	0.191176667	0.228828538	0.3459345
1699.4	0.010385	0.239826	0.189265667	0.227435615	0.346585
1709.5	0.011396	0.238718	0.186822833	0.225548615	0.3469935
1719.599	0.012071	0.237004	0.183754667	0.223009077	0.347105
1729.699	0.012561	0.234524	0.179896167	0.220614923	0.3467575
1739.689	0.012959	0.232617	0.175455167	0.218753077	0.346505
1749.79	0.012432	0.230201	0.170244667	0.216888308	0.346219
1759.89	0.011777	0.226844	0.1648175	0.214926462	0.345698
1769.989	0	0	0	0	0
1780.089	0	0	0	0	0
1790.189	0	0	0	0	0
1800.29	0	0	0	0	0
1810.38	0	0	0	0	0
1820	0	0	0	0	0
1830	0	0	0	0	0
1840	0	0	0	0	0
1850	0	0	0	0	0
1860	0	0	0	0	0
1870	0	0	0	0	0
1880	0	0	0	0	0
1891	0	0	0	0	0
1901	0	0	0	0	0
1911	0	0	0	0	0
1921	0	0	0	0	0
1931	0	0	0	0	0
1941.569	0	0	0	0	0
1951.56	0	0	0	0	0
1961.66	0.019611	0.158144	0.034584667	0.103159692	0.3228715
1971.76	0.019362	0.159552	0.0367285	0.108056615	0.3289095
1981.859	0.019438	0.160666	0.038800167	0.113659692	0.333682
1991.959	0.019642	0.164845	0.040987833	0.118365846	0.3376605
2002.06	0.019422	0.16666	0.044133167	0.125463231	0.3409205
2012.16	0.020346	0.166994	0.048525833	0.128327846	0.345728
2022.25	0.01998	0.170884	0.051142667	0.133547	0.3501675
2032.349	0.019755	0.17341	0.053698	0.138482846	0.3544575
2042.449	0.021154	0.176182	0.0564415	0.142487692	0.357136
2052.449	0.022375	0.178514	0.059391833	0.146431846	0.3588335
2062.55	0.023701	0.180542	0.063079667	0.147638615	0.360554
2072.649	0.024878	0.183493	0.066661333	0.150284692	0.3617225
2082.75	0.025854	0.186233	0.070179333	0.152725615	0.3627905
2092.84	0.026241	0.18861	0.073706667	0.155009154	0.3638625
2102.939	0.026639	0.19107	0.0773315	0.157202538	0.364229
2113.04	0.026259	0.193516	0.081053167	0.160606077	0.365506
2123.139	0.025427	0.197098	0.0846585	0.164859615	0.3667175
2133.239	0.023204	0.199348	0.087763833	0.167978231	0.3671345
2143.34	0.020176	0.199612	0.0900325	0.169355	0.3655975
2153.34	0.018362	0.199928	0.091544	0.169801462	0.3617195
2163.429	0.017402	0.199163	0.092317667	0.169959846	0.355535
2173.53	0.016761	0.19628	0.093239167	0.170417923	0.3494765
2183.629	0.015841	0.19384	0.094053167	0.170035923	0.3413675
2193.729	0.016006	0.191708	0.094329667	0.168819231	0.3326105
2203.83	0.016718	0.188361	0.094715667	0.167745692	0.3258505
2213.929	0.017144	0.187296	0.095146167	0.168226154	0.32512
2224.02	0.018531	0.187874	0.095114667	0.168892	0.3282035
2234.12	0.020154	0.188343	0.094056167	0.168073692	0.3304515
2244.219	0.021498	0.189453	0.092228167	0.165219923	0.330476
2254.219	0.021028	0.188432	0.0899215	0.161433615	0.331063
2264.32	0.021282	0.186626	0.086958	0.158549077	0.3329755
2274.419	0.021569	0.186754	0.084378667	0.156207462	0.3344635
2284.52	0.020653	0.18549	0.081815	0.155593077	0.333623
2294.62	0.021132	0.183441	0.079482	0.152779846	0.3319605
2304.709	0.020216	0.180525	0.076609167	0.149029538	0.331289
2314.81	0.019129	0.17633	0.074434333	0.147348615	0.3287545
2324.909	0.01674	0.176714	0.0713875	0.145904923	0.326164
2335.01	0.015604	0.176964	0.068918	0.144192231	0.3244465
2345.11	0.015912	0.173677	0.066016833	0.139359923	0.323675
2355.209	0.01518	0.169938	0.064156	0.139416385	0.323972
2365.209	0.013226	0.170363	0.061896	0.137039077	0.324632
2375.3	0.01161	0.170704	0.0582515	0.131388308	0.320917
2385.399	0.00963	0.170711	0.054890667	0.127126692	0.3200525
2395.5	0.010143	0.166806	0.053234833	0.123928615	0.3204105
